informant,project,sex,age,ethnicity,education,occupation,latitude,longitude,attic
NJ11C,LAMSAS,Male,41,White,At least some college or beyond,Farmer,40.33805,-74.72222,attic
NJ11C,LAMSAS,Male,41,White,At least some college or beyond,Farmer,40.33805,-74.72222,garret
NJ12A,LAMSAS,Male,80,White,At least some high school,Farmer,40.50806,-74.73055,garret
NJ12B,LAMSAS,Male,49,White,At least some high school,Farmer,40.57417,-74.61028,attic
NJ12B,LAMSAS,Male,49,White,At least some high school,Farmer,40.57417,-74.61028,garret
NJ13A,LAMSAS,Female,80,White,No formal schooling,Keeping house,40.39861,-74.83417,attic
NJ13A,LAMSAS,Female,80,White,No formal schooling,Keeping house,40.39861,-74.83417,garret
NJ13B,LAMSAS,Male,47,White,At least some high school,Farmer,40.475,-74.86389,attic
NJ13B,LAMSAS,Male,47,White,At least some high school,Farmer,40.475,-74.86389,garret
NJ14A,LAMSAS,Male,78,White,At least some high school,Farmer,40.98278,-74.96083,garret
NJ14B,LAMSAS,Female,44,White,At least some high school,Keeping house,40.86861,-74.88944,attic
NJ14B,LAMSAS,Female,44,White,At least some high school,Keeping house,40.86861,-74.88944,garret
NJ15A,LAMSAS,Male,70,White,At least some high school,Farmer,41.05806,-74.75305,attic
NJ15A,LAMSAS,Male,70,White,At least some high school,Farmer,41.05806,-74.75305,garret
NJ15B,LAMSAS,Male,46,White,At least some high school,Farmer,41.14056,-74.70222,garret
NJ16A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,41.00167,-74.3675,attic
NJ16A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,41.00167,-74.3675,garret
NJ16B,LAMSAS,Male,45,White,At least some high school,Farmer,40.92194,-74.34583,attic
NJ17A,LAMSAS,Male,82,White,At least some high school,Farmer,40.6975,-74.26361,attic
NJ17A,LAMSAS,Male,82,White,At least some high school,Farmer,40.6975,-74.26361,garret
NJ17B,LAMSAS,Male,66,White,At least some high school,"Manager, official, or proprietor",40.66389,-74.21111,garret
NJ18A,LAMSAS,Female,68,White,At least some high school,Keeping house,40.82222,-74.16028,attic
NJ18B,LAMSAS,Female,58,White,At least some high school,Keeping house,40.83333,-74.16972,attic
NJ18C!,LAMSAS,Female,57,White,At least some high school,Professional or technical job,40.73555,-74.17278,attic
NJ18D!,LAMSAS,Female,54,White,At least some college or beyond,Teacher,40.77056,-74.23306,attic
NJ19A,LAMSAS,Female,75,White,Between 1 and 8 years,Keeping house,40.72667,-74.06389,attic
NJ19B!,LAMSAS,Female,65,White,At least some high school,Teacher,40.72805,-74.07806,attic
NJ19B!,LAMSAS,Female,65,White,At least some high school,Teacher,40.72805,-74.07806,garret
NJ20A,LAMSAS,Male,80,White,At least some college or beyond,Professional or technical job,41.0375,-74.04111,garret
NJ20B,LAMSAS,Male,61,White,At least some high school,Farmer,40.95861,-74.03722,garret
NJ21A,LAMSAS,Male,71,White,At least some high school,Farmer,40.92528,-74.27695,attic
NJ21B,LAMSAS,Male,55,White,At least some high school,Farmer,40.91667,-74.17223,attic
PA1A,LAMSAS,Male,68,White,Between 1 and 8 years,Operative,39.98583,-75.13223,garret
PA1B,LAMSAS,Male,43,White,At least some high school,Craftsman or foreman,40.04167,-75.04166,attic
PA1C,LAMSAS,Female,68,White,At least some high school,Keeping house,40.02806,-75.08528,attic
PA1D,LAMSAS,Male,66,White,Between 1 and 8 years,Clerical or sales position,39.96667,-75.20834,attic
PA1E!,LAMSAS,Male,68,White,At least some college or beyond,Professional or technical job,39.95222,-75.16417,loft
PA1E!,LAMSAS,Male,68,White,At least some college or beyond,Professional or technical job,39.95222,-75.16417,attic
PA1E!,LAMSAS,Male,68,White,At least some college or beyond,Professional or technical job,39.95222,-75.16417,garret
PA1F!,LAMSAS,Male,62,White,At least some college or beyond,"Manager, official, or proprietor",40.04333,-75.18056,attic
PA1G!,LAMSAS,Male,70,White,At least some college or beyond,"Manager, official, or proprietor",39.91667,-75.16666,garret
PA1G!,LAMSAS,Male,70,White,At least some college or beyond,"Manager, official, or proprietor",39.91667,-75.16666,attic
PA1H!,LAMSAS,Female,59,White,At least some high school,Keeping house,40.04306,-75.18027,attic
PA1H!,LAMSAS,Female,59,White,At least some high school,Keeping house,40.04306,-75.18027,garret
PA2A,LAMSAS,Male,70,White,At least some high school,Farmer,40.36417,-74.95167,attic
PA2A,LAMSAS,Male,70,White,At least some high school,Farmer,40.36417,-74.95167,garret
PA2B,LAMSAS,Male,57,White,At least some college or beyond,Farmer,40.35139,-75.00361,attic
PA2B,LAMSAS,Male,57,White,At least some college or beyond,Farmer,40.35139,-75.00361,garret
PA3A,LAMSAS,Female,91,White,Between 1 and 8 years,Keeping house,40.14972,-75.40222,attic
PA3A,LAMSAS,Female,91,White,Between 1 and 8 years,Keeping house,40.14972,-75.40222,garret
PA3B,LAMSAS,Female,67,White,At least some high school,Farmer,40.16861,-75.22417,garret
PA3C,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,40.18528,-75.22806,attic
PA3C,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,40.18528,-75.22806,garret
PA4A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,39.83972,-75.49389,garret
PA4A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,39.83972,-75.49389,attic
PA4B!,LAMSAS,Male,48,White,At least some college or beyond,Professional or technical job,39.84945,-75.35611,attic
PA4B!,LAMSAS,Male,48,White,At least some college or beyond,Professional or technical job,39.84945,-75.35611,garret
PA5A,LAMSAS,Male,79,White,At least some high school,Laborer,40.07722,-75.69055,garret
PA5A,LAMSAS,Male,79,White,At least some high school,Laborer,40.07722,-75.69055,attic
PA5A,LAMSAS,Male,79,White,At least some high school,Laborer,40.07722,-75.69055,garret
PA5B,LAMSAS,Male,82,White,At least some high school,Farmer,39.94972,-75.68056,attic
PA5B,LAMSAS,Male,82,White,At least some high school,Farmer,39.94972,-75.68056,garret
PA5C,LAMSAS,Male,57,White,Between 1 and 8 years,Laborer,40.075,-75.68667,attic
PA5C,LAMSAS,Male,57,White,Between 1 and 8 years,Laborer,40.075,-75.68667,garret
PA5D,LAMSAS,Male,67,White,No formal schooling,Farmer,39.89167,-75.92194,attic
PA5D,LAMSAS,Male,67,White,No formal schooling,Farmer,39.89167,-75.92194,garret
PA5E!,LAMSAS,Male,49,White,At least some college or beyond,Farmer,39.7825,-75.87583,attic
PA5E!,LAMSAS,Male,49,White,At least some college or beyond,Farmer,39.7825,-75.87583,garret
PA6A,LAMSAS,Male,75,White,At least some high school,Farmer,40.47445,-76.29166,garret
PA6B,LAMSAS,Male,67,White,At least some high school,Operative,40.33556,-75.92722,attic
PA6C,LAMSAS,Male,49,White,Between 1 and 8 years,Farmer,40.55556,-75.98222,attic
PA6D!,LAMSAS,Male,69,White,At least some college or beyond,Professional or technical job,40.34444,-75.95834,attic
PA7A,LAMSAS,Male,80,White,At least some high school,Farmer,39.75083,-76.22611,garret
PA7B,LAMSAS,Male,53,White,At least some high school,Farmer,39.82278,-76.21611,garret
PA7C,LAMSAS,Male,65,White,At least some high school,Farmer,40.13111,-76.14806,garret
PA7D!,LAMSAS,Male,39,White,At least some college or beyond,Clerical or sales position,40.03778,-76.30583,garret
PA7D!,LAMSAS,Male,39,White,At least some college or beyond,Clerical or sales position,40.03778,-76.30583,attic
PA8A,LAMSAS,Male,65,White,At least some high school,Laborer,39.73917,-76.28972,garret
PA8A,LAMSAS,Male,65,White,At least some high school,Laborer,39.73917,-76.28972,attic
PA8B,LAMSAS,Male,46,White,At least some high school,Farmer,39.72694,-76.32693,attic
PA8B,LAMSAS,Male,46,White,At least some high school,Farmer,39.72694,-76.32693,garret
PA8C,LAMSAS,Male,66,White,At least some college or beyond,Farmer,39.80056,-76.98333,attic
PA8C,LAMSAS,Male,66,White,At least some college or beyond,Farmer,39.80056,-76.98333,garret
PA8D!,LAMSAS,Female,62,White,At least some high school,Keeping house,39.9625,-76.72806,attic
PA8D!,LAMSAS,Female,62,White,At least some high school,Keeping house,39.9625,-76.72806,garret
PA9A,LAMSAS,Male,78,White,At least some high school,Farmer,40.35222,-76.715,garret
PA9B,LAMSAS,Male,57,White,At least some high school,Farmer,40.33389,-76.78944,attic
PA9B,LAMSAS,Male,57,White,At least some high school,Farmer,40.33389,-76.78944,garret
PA9C!,LAMSAS,Female,68,White,At least some high school,Clerical or sales position,40.27361,-76.88472,garret
PA9C!,LAMSAS,Female,68,White,At least some high school,Clerical or sales position,40.27361,-76.88472,attic
PA10,LAMSAS,Male,66,White,At least some high school,Farmer,40.36917,-76.47778,garret
PA11A,LAMSAS,Male,73,White,At least some high school,Farmer,41.10194,-76.77139,attic
PA11A,LAMSAS,Male,73,White,At least some high school,Farmer,41.10194,-76.77139,garret
PA11B,LAMSAS,Male,37,White,At least some high school,Farmer,40.89167,-76.79778,attic
PA11B,LAMSAS,Male,37,White,At least some high school,Farmer,40.89167,-76.79778,garret
PA11B,LAMSAS,Male,37,White,At least some high school,Farmer,40.89167,-76.79778,garret
PA12A,LAMSAS,Male,67,White,At least some high school,Craftsman or foreman,41.11639,-76.63194,garret
PA12B,LAMSAS,Female,47,White,At least some high school,Keeping house,40.96333,-76.61305,attic
PA12B,LAMSAS,Female,47,White,At least some high school,Keeping house,40.96333,-76.61305,garret
PA13A,LAMSAS,Male,74,White,Between 1 and 8 years,Farmer,41.07806,-76.41472,garret
PA13B,LAMSAS,Male,47,White,At least some high school,Farmer,41.13334,-76.4225,attic
PA13B,LAMSAS,Male,47,White,At least some high school,Farmer,41.13334,-76.4225,garret
PA14A,LAMSAS,Male,76,White,At least some high school,Farmer,40.64583,-76.53944,garret
PA14B,LAMSAS,Male,36,White,Between 1 and 8 years,Clerical or sales position,40.78167,-76.34611,attic
PA14C,LAMSAS,Male,80,White,At least some high school,Farmer,40.70944,-76.52111,garret
PA15A,LAMSAS,Male,69,White,Between 1 and 8 years,Farmer,41.28222,-76.145,attic
PA15A,LAMSAS,Male,69,White,Between 1 and 8 years,Farmer,41.28222,-76.145,garret
PA15B,LAMSAS,Male,44,White,At least some high school,Farmer,41.22889,-76.15945,garret
PA15C!,LAMSAS,Male,62,White,At least some college or beyond,Professional or technical job,41.26167,-75.89722,garret
PA16A,LAMSAS,Male,69,White,At least some high school,Farmer,40.83278,-75.52278,garret
PA16B,LAMSAS,Male,39,White,At least some high school,Clerical or sales position,40.875,-75.75,attic
PA16C,LAMSAS,Male,50,White,Unknown,Operative,40.87583,-75.73278,garret
PA17A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,40.59222,-75.58916,garret
PA17B,LAMSAS,Male,74,White,At least some high school,"Manager, official, or proprietor",40.60833,-75.46667,garret
PA18A,LAMSAS,Female,69,White,At least some high school,Keeping house,40.90472,-75.11195,garret
PA18B!,LAMSAS,Male,60,White,At least some college or beyond,Professional or technical job,40.68833,-75.22111,attic
PA19A,LAMSAS,Female,70,White,Between 1 and 8 years,Keeping house,41.04306,-75.12778,garret
PA19B,LAMSAS,Male,49,White,At least some high school,Craftsman or foreman,41.15389,-75.28083,garret
PA20A,LAMSAS,Male,75,White,At least some high school,Farmer,41.22,-74.87167,garret
PA20B,LAMSAS,Male,44,White,At least some high school,Farmer,41.32222,-74.80278,garret
PA20B,LAMSAS,Male,44,White,At least some high school,Farmer,41.32222,-74.80278,garret
PA21A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,41.93889,-75.39528,garret
PA21B,LAMSAS,Male,56,White,Unknown,Farmer,41.59361,-75.20944,attic
PA21B,LAMSAS,Male,56,White,Unknown,Farmer,41.59361,-75.20944,garret
PA22A,LAMSAS,Male,85,White,Between 1 and 8 years,Farmer,41.59806,-75.715,attic
PA22A,LAMSAS,Male,85,White,Between 1 and 8 years,Farmer,41.59806,-75.715,garret
PA22B,LAMSAS,Male,48,White,At least some high school,Farmer,41.59444,-75.71389,attic
PA22B,LAMSAS,Male,48,White,At least some high school,Farmer,41.59444,-75.71389,loft
PA22B,LAMSAS,Male,48,White,At least some high school,Farmer,41.59444,-75.71389,garret
PA23A,LAMSAS,Male,87,White,At least some high school,Farmer,41.78222,-75.70194,attic
PA23A,LAMSAS,Male,87,White,At least some high school,Farmer,41.78222,-75.70194,garret
PA23B,LAMSAS,Male,51,White,At least some high school,Farmer,41.85222,-75.79444,attic
PA23B,LAMSAS,Male,51,White,At least some high school,Farmer,41.85222,-75.79444,up garret
PA24A,LAMSAS,Male,74,White,At least some high school,Farmer,41.58306,-76.14417,garret
PA24B,LAMSAS,Male,42,White,At least some high school,Farmer,41.56333,-76.06084,garret
PA25A,LAMSAS,Male,80,White,At least some high school,Farmer,41.55361,-76.60778,attic
PA25A,LAMSAS,Male,80,White,At least some high school,Farmer,41.55361,-76.60778,garret
PA25B,LAMSAS,Male,52,White,At least some high school,Farmer,41.51056,-76.62278,garret
PA25B,LAMSAS,Male,52,White,At least some high school,Farmer,41.51056,-76.62278,attic
PA26A,LAMSAS,Male,83,White,At least some high school,Farmer,41.93778,-76.18111,attic
PA26A,LAMSAS,Male,83,White,At least some high school,Farmer,41.93778,-76.18111,garret
PA26B,LAMSAS,Male,51,White,At least some high school,Farmer,41.73111,-76.235,attic
PA26B,LAMSAS,Male,51,White,At least some high school,Farmer,41.73111,-76.235,garret
PA27A,LAMSAS,Male,70,White,At least some high school,Farmer,41.73167,-77.175,attic
PA27A,LAMSAS,Male,70,White,At least some high school,Farmer,41.73167,-77.175,garret
PA27B,LAMSAS,Male,50,White,At least some high school,Farmer,41.825,-77.28778,attic
PA27B,LAMSAS,Male,50,White,At least some high school,Farmer,41.825,-77.28778,garret
PA28A,LAMSAS,Male,72,White,At least some high school,Farmer,41.31333,-76.7625,garret
PA28A,LAMSAS,Male,72,White,At least some high school,Farmer,41.31333,-76.7625,attic
PA28B!,LAMSAS,Female,50,White,At least some college or beyond,Other (see notes),41.24111,-77.00139,attic
PA29A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,41.03417,-77.30695,attic
PA29A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,41.03417,-77.30695,garret
PA29A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,41.03417,-77.30695,garret
PA29B,LAMSAS,Male,42,White,At least some high school,Farmer,41.05444,-77.46167,garret
PA30A,LAMSAS,Male,73,White,Between 1 and 8 years,Farmer,41.94444,-77.81667,garret
PA30B,LAMSAS,Male,48,White,At least some high school,Farmer,41.85222,-77.77084,attic
PA30B,LAMSAS,Male,48,White,At least some high school,Farmer,41.85222,-77.77084,garret
PA31A,LAMSAS,Male,75,White,Between 1 and 8 years,Laborer,41.54167,-78.33334,attic
PA31A,LAMSAS,Male,75,White,Between 1 and 8 years,Laborer,41.54167,-78.33334,up garret
PA31B,LAMSAS,Male,54,White,Between 1 and 8 years,Craftsman or foreman,41.51222,-78.23528,attic
PA31B,LAMSAS,Male,54,White,Between 1 and 8 years,Craftsman or foreman,41.51222,-78.23528,garret
PA32A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,40.94167,-77.78528,attic
PA32A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,40.94167,-77.78528,garret
PA32A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,40.94167,-77.78528,garret
PA32B,LAMSAS,Male,40,White,At least some high school,Farmer,40.93472,-77.81416,attic
PA32B,LAMSAS,Male,40,White,At least some high school,Farmer,40.93472,-77.81416,garret
PA33A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,40.355,-78.55278,attic
PA33A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,40.355,-78.55278,garret
PA33B,LAMSAS,Male,46,White,Between 1 and 8 years,Farmer,40.67056,-78.23889,attic
PA33B,LAMSAS,Male,46,White,Between 1 and 8 years,Farmer,40.67056,-78.23889,garret
PA34A,LAMSAS,Male,79,White,At least some high school,Farmer,40.23361,-77.76583,garret
PA34B,LAMSAS,Male,37,White,At least some high school,Farmer,40.29306,-78.02722,attic
PA34B,LAMSAS,Male,37,White,At least some high school,Farmer,40.29306,-78.02722,garret
PA34C!,LAMSAS,Female,75,White,At least some high school,Other (see notes),40.48472,-78.01056,attic
PA35A,LAMSAS,Male,67,White,Between 1 and 8 years,Laborer,40.49611,-77.72972,attic
PA35A,LAMSAS,Male,67,White,Between 1 and 8 years,Laborer,40.49611,-77.72972,garret
PA35B,LAMSAS,Male,46,White,At least some high school,Farmer,40.51111,-77.76417,attic
PA35B,LAMSAS,Male,46,White,At least some high school,Farmer,40.51111,-77.76417,garret
PA35C,LAMSAS,Male,,White,At least some high school,Farmer,40.49917,-77.74167,garret
PA36A,LAMSAS,Male,73,White,Between 1 and 8 years,Operative,41.1075,-76.89861,garret
PA36B,LAMSAS,Male,50,White,At least some high school,Farmer,41.07583,-76.875,attic
PA36B,LAMSAS,Male,50,White,At least some high school,Farmer,41.07583,-76.875,garret
PA37A,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,40.80305,-77.20556,attic
PA37A,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,40.80305,-77.20556,garret
PA37B,LAMSAS,Male,40,White,At least some high school,Farmer,40.68083,-76.89528,attic
PA37B,LAMSAS,Male,40,White,At least some high school,Farmer,40.68083,-76.89528,garret
PA37C,LAMSAS,Male,78,White,No formal schooling,Laborer,40.82417,-77.14833,attic
PA37C,LAMSAS,Male,78,White,No formal schooling,Laborer,40.82417,-77.14833,garret
PA38A,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,40.47722,-77.45111,attic
PA38A,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,40.47722,-77.45111,garret
PA38B,LAMSAS,Male,42,White,At least some high school,Farmer,40.56972,-77.39722,attic
PA38B,LAMSAS,Male,42,White,At least some high school,Farmer,40.56972,-77.39722,garret
PA39A,LAMSAS,Male,85,White,At least some high school,Farmer,40.45611,-77.30556,attic
PA39A,LAMSAS,Male,85,White,At least some high school,Farmer,40.45611,-77.30556,garret
PA39B,LAMSAS,Male,41,White,At least some high school,Farmer,40.41972,-77.18667,garret
PA39B,LAMSAS,Male,41,White,At least some high school,Farmer,40.41972,-77.18667,attic
PA40A,LAMSAS,Male,77,White,At least some high school,Farmer,40.13722,-77.555,attic
PA40A,LAMSAS,Male,77,White,At least some high school,Farmer,40.13722,-77.555,garret
PA40B,LAMSAS,Male,36,White,At least some high school,Farmer,40.17305,-77.39889,garret
