Informant,mantel,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude
NJ9A,mantelpiece,LAMSAS,Female,76,White,At least some high school,Keeping house,40.29722,-74.35861
NJ9B,mantelpiece,LAMSAS,Male,56,White,At least some high school,Farmer,40.27945,-74.33472
NJ10A,mantelpiece,LAMSAS,Male,78,White,At least some high school,Fisher,40.50667,-74.26583
NJ10B,mantelpiece,LAMSAS,Male,68,White,At least some high school,Farmer,40.32389,-74.47139
NJ10C,mantel,LAMSAS,Male,49,White,At least some college or beyond,Farmer,40.31611,-74.51417
NJ10D!,mantel,LAMSAS,Male,59,White,At least some college or beyond,Clerical or sales position,40.48611,-74.45222
NJ10D!,shelf,LAMSAS,Male,59,White,At least some college or beyond,Clerical or sales position,40.48611,-74.45222
NJ11A,mantelpiece,LAMSAS,Male,82,White,At least some high school,Farmer,40.38917,-74.76222
NJ11B,mantelpiece,LAMSAS,Female,57,White,At least some high school,Keeping house,40.21695,-74.74333
NJ11C,mantel,LAMSAS,Male,41,White,At least some college or beyond,Farmer,40.33805,-74.72222
NJ11C,mantelpiece,LAMSAS,Male,41,White,At least some college or beyond,Farmer,40.33805,-74.72222
NJ12A,mantelpiece,LAMSAS,Male,80,White,At least some high school,Farmer,40.50806,-74.73055
NJ12B,mantel,LAMSAS,Male,49,White,At least some high school,Farmer,40.57417,-74.61028
NJ13A,mantelshelf,LAMSAS,Female,80,White,No formal schooling,Keeping house,40.39861,-74.83417
NJ13B,mantel,LAMSAS,Male,47,White,At least some high school,Farmer,40.475,-74.86389
NJ14A,mantel,LAMSAS,Male,78,White,At least some high school,Farmer,40.98278,-74.96083
NJ14A,clock shelf,LAMSAS,Male,78,White,At least some high school,Farmer,40.98278,-74.96083
NJ14B,mantel,LAMSAS,Female,44,White,At least some high school,Keeping house,40.86861,-74.88944
NJ15A,mantel,LAMSAS,Male,70,White,At least some high school,Farmer,41.05806,-74.75305
NJ15B,mantel,LAMSAS,Male,46,White,At least some high school,Farmer,41.14056,-74.70222
NJ16A,mantel,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,41.00167,-74.3675
NJ16A,shelf,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,41.00167,-74.3675
NJ16B,mantelpiece,LAMSAS,Male,45,White,At least some high school,Farmer,40.92194,-74.34583
NJ16B,shelf,LAMSAS,Male,45,White,At least some high school,Farmer,40.92194,-74.34583
NJ17A,mantel,LAMSAS,Male,82,White,At least some high school,Farmer,40.6975,-74.26361
NJ17B,mantelpiece,LAMSAS,Male,66,White,At least some high school,"Manager, official, or proprietor",40.66389,-74.21111
NJ17B,shelf,LAMSAS,Male,66,White,At least some high school,"Manager, official, or proprietor",40.66389,-74.21111
NJ18A,mantelpiece,LAMSAS,Female,68,White,At least some high school,Keeping house,40.82222,-74.16028
NJ18B,mantel,LAMSAS,Female,58,White,At least some high school,Keeping house,40.83333,-74.16972
NJ18C!,mantel,LAMSAS,Female,57,White,At least some high school,Professional or technical job,40.73555,-74.17278
NJ18D!,mantel,LAMSAS,Female,54,White,At least some college or beyond,Teacher,40.77056,-74.23306
NJ19A,mantel,LAMSAS,Female,75,White,Between 1 and 8 years,Keeping house,40.72667,-74.06389
NJ19B!,mantel,LAMSAS,Female,65,White,At least some high school,Teacher,40.72805,-74.07806
NJ20A,mantel,LAMSAS,Male,80,White,At least some college or beyond,Professional or technical job,41.0375,-74.04111
NJ20B,mantelpiece,LAMSAS,Male,61,White,At least some high school,Farmer,40.95861,-74.03722
NJ21A,mantelpiece,LAMSAS,Male,71,White,At least some high school,Farmer,40.92528,-74.27695
NJ21B,mantelpiece,LAMSAS,Male,55,White,At least some high school,Farmer,40.91667,-74.17223
PA1A,mantel,LAMSAS,Male,68,White,Between 1 and 8 years,Operative,39.98583,-75.13223
PA1B,mantel,LAMSAS,Male,43,White,At least some high school,Craftsman or foreman,40.04167,-75.04166
PA1C,mantel,LAMSAS,Female,68,White,At least some high school,Keeping house,40.02806,-75.08528
PA1C,mantelpiece,LAMSAS,Female,68,White,At least some high school,Keeping house,40.02806,-75.08528
PA1C,mantelshelf,LAMSAS,Female,68,White,At least some high school,Keeping house,40.02806,-75.08528
PA1D,mantelpiece,LAMSAS,Male,66,White,Between 1 and 8 years,Clerical or sales position,39.96667,-75.20834
PA1E!,mantel,LAMSAS,Male,68,White,At least some college or beyond,Professional or technical job,39.95222,-75.16417
PA1F!,mantelpiece,LAMSAS,Male,62,White,At least some college or beyond,"Manager, official, or proprietor",40.04333,-75.18056
PA1G!,mantel,LAMSAS,Male,70,White,At least some college or beyond,"Manager, official, or proprietor",39.91667,-75.16666
PA1H!,mantelpiece,LAMSAS,Female,59,White,At least some high school,Keeping house,40.04306,-75.18027
PA2A,mantel,LAMSAS,Male,70,White,At least some high school,Farmer,40.36417,-74.95167
PA2B,mantelpiece,LAMSAS,Male,57,White,At least some college or beyond,Farmer,40.35139,-75.00361
PA3A,mantel,LAMSAS,Female,91,White,Between 1 and 8 years,Keeping house,40.14972,-75.40222
PA3B,mantel,LAMSAS,Female,67,White,At least some high school,Farmer,40.16861,-75.22417
PA3C,mantelpiece,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,40.18528,-75.22806
PA4A,mantelpiece,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,39.83972,-75.49389
PA4B!,mantel,LAMSAS,Male,48,White,At least some college or beyond,Professional or technical job,39.84945,-75.35611
PA5A,mantelpiece,LAMSAS,Male,79,White,At least some high school,Laborer,40.07722,-75.69055
PA5B,mantel,LAMSAS,Male,82,White,At least some high school,Farmer,39.94972,-75.68056
PA5B,shelf,LAMSAS,Male,82,White,At least some high school,Farmer,39.94972,-75.68056
PA5C,mantelpiece,LAMSAS,Male,57,White,Between 1 and 8 years,Laborer,40.075,-75.68667
PA5D,mantel,LAMSAS,Male,67,White,No formal schooling,Farmer,39.89167,-75.92194
PA5E!,mantel,LAMSAS,Male,49,White,At least some college or beyond,Farmer,39.7825,-75.87583
PA6A,mantel,LAMSAS,Male,75,White,At least some high school,Farmer,40.47445,-76.29166
PA6A,shelf,LAMSAS,Male,75,White,At least some high school,Farmer,40.47445,-76.29166
PA6B,mantel,LAMSAS,Male,67,White,At least some high school,Operative,40.33556,-75.92722
PA6B,mantelpiece,LAMSAS,Male,67,White,At least some high school,Operative,40.33556,-75.92722
PA6C,mantel,LAMSAS,Male,49,White,Between 1 and 8 years,Farmer,40.55556,-75.98222
PA6D!,mantel,LAMSAS,Male,69,White,At least some college or beyond,Professional or technical job,40.34444,-75.95834
PA6D!,mantelshelf,LAMSAS,Male,69,White,At least some college or beyond,Professional or technical job,40.34444,-75.95834
PA7A,mantel,LAMSAS,Male,80,White,At least some high school,Farmer,39.75083,-76.22611
PA7B,mantel,LAMSAS,Male,53,White,At least some high school,Farmer,39.82278,-76.21611
PA7C,mantel,LAMSAS,Male,65,White,At least some high school,Farmer,40.13111,-76.14806
PA7D!,mantelpiece,LAMSAS,Male,39,White,At least some college or beyond,Clerical or sales position,40.03778,-76.30583
PA8A,mantelpiece,LAMSAS,Male,65,White,At least some high school,Laborer,39.73917,-76.28972
PA8A,mantelboard,LAMSAS,Male,65,White,At least some high school,Laborer,39.73917,-76.28972
PA8B,mantel,LAMSAS,Male,46,White,At least some high school,Farmer,39.72694,-76.32693
PA8B,shelf,LAMSAS,Male,46,White,At least some high school,Farmer,39.72694,-76.32693
PA8C,mantelpiece,LAMSAS,Male,66,White,At least some college or beyond,Farmer,39.80056,-76.98333
PA8D!,mantelpiece,LAMSAS,Female,62,White,At least some high school,Keeping house,39.9625,-76.72806
PA9A,mantelpiece,LAMSAS,Male,78,White,At least some high school,Farmer,40.35222,-76.715
PA9A,mantelpiece,LAMSAS,Male,78,White,At least some high school,Farmer,40.35222,-76.715
PA9B,mantel,LAMSAS,Male,57,White,At least some high school,Farmer,40.33389,-76.78944
PA9B,shelf,LAMSAS,Male,57,White,At least some high school,Farmer,40.33389,-76.78944
PA9C!,mantel,LAMSAS,Female,68,White,At least some high school,Clerical or sales position,40.27361,-76.88472
PA9C!,mantelpiece,LAMSAS,Female,68,White,At least some high school,Clerical or sales position,40.27361,-76.88472
PA10,mantel,LAMSAS,Male,66,White,At least some high school,Farmer,40.36917,-76.47778
PA11A,mantel,LAMSAS,Male,73,White,At least some high school,Farmer,41.10194,-76.77139
PA11B,shelf,LAMSAS,Male,37,White,At least some high school,Farmer,40.89167,-76.79778
PA11B,clock shelf,LAMSAS,Male,37,White,At least some high school,Farmer,40.89167,-76.79778
PA12A,mantelshelf,LAMSAS,Male,67,White,At least some high school,Craftsman or foreman,41.11639,-76.63194
PA12B,mantel,LAMSAS,Female,47,White,At least some high school,Keeping house,40.96333,-76.61305
PA13A,mantel,LAMSAS,Male,74,White,Between 1 and 8 years,Farmer,41.07806,-76.41472
PA13B,mantel,LAMSAS,Male,47,White,At least some high school,Farmer,41.13334,-76.4225
PA14A,mantelshelf,LAMSAS,Male,76,White,At least some high school,Farmer,40.64583,-76.53944
PA14B,mantel,LAMSAS,Male,36,White,Between 1 and 8 years,Clerical or sales position,40.78167,-76.34611
PA14C,mantel,LAMSAS,Male,80,White,At least some high school,Farmer,40.70944,-76.52111
PA15A,shelf,LAMSAS,Male,69,White,Between 1 and 8 years,Farmer,41.28222,-76.145
PA15A,mantelshelf,LAMSAS,Male,69,White,Between 1 and 8 years,Farmer,41.28222,-76.145
PA15B,mantel,LAMSAS,Male,44,White,At least some high school,Farmer,41.22889,-76.15945
PA15C!,mantel,LAMSAS,Male,62,White,At least some college or beyond,Professional or technical job,41.26167,-75.89722
PA16A,mantel,LAMSAS,Male,69,White,At least some high school,Farmer,40.83278,-75.52278
PA16A,shelf,LAMSAS,Male,69,White,At least some high school,Farmer,40.83278,-75.52278
PA16B,mantel,LAMSAS,Male,39,White,At least some high school,Clerical or sales position,40.875,-75.75
PA16C,mantel,LAMSAS,Male,50,White,Unknown,Operative,40.87583,-75.73278
PA17A,mantel,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,40.59222,-75.58916
PA17A,shelf,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,40.59222,-75.58916
PA17B,mantel,LAMSAS,Male,74,White,At least some high school,"Manager, official, or proprietor",40.60833,-75.46667
PA17B,shelf,LAMSAS,Male,74,White,At least some high school,"Manager, official, or proprietor",40.60833,-75.46667
PA18A,mantel,LAMSAS,Female,69,White,At least some high school,Keeping house,40.90472,-75.11195
PA18B!,mantel,LAMSAS,Male,60,White,At least some college or beyond,Professional or technical job,40.68833,-75.22111
PA19A,mantelpiece,LAMSAS,Female,70,White,Between 1 and 8 years,Keeping house,41.04306,-75.12778
PA19B,mantel,LAMSAS,Male,49,White,At least some high school,Craftsman or foreman,41.15389,-75.28083
PA20A,mantelpiece,LAMSAS,Male,75,White,At least some high school,Farmer,41.22,-74.87167
PA20B,mantel,LAMSAS,Male,44,White,At least some high school,Farmer,41.32222,-74.80278
PA21A,mantel,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,41.93889,-75.39528
PA21B,mantel,LAMSAS,Male,56,White,Unknown,Farmer,41.59361,-75.20944
PA22A,mantel,LAMSAS,Male,85,White,Between 1 and 8 years,Farmer,41.59806,-75.715
PA22A,shelf,LAMSAS,Male,85,White,Between 1 and 8 years,Farmer,41.59806,-75.715
PA22B,mantel,LAMSAS,Male,48,White,At least some high school,Farmer,41.59444,-75.71389
PA23A,mantel,LAMSAS,Male,87,White,At least some high school,Farmer,41.78222,-75.70194
PA23B,mantel,LAMSAS,Male,51,White,At least some high school,Farmer,41.85222,-75.79444
PA24A,mantel,LAMSAS,Male,74,White,At least some high school,Farmer,41.58306,-76.14417
PA24A,mantelpiece,LAMSAS,Male,74,White,At least some high school,Farmer,41.58306,-76.14417
PA24B,mantel,LAMSAS,Male,42,White,At least some high school,Farmer,41.56333,-76.06084
PA25A,mantelpiece,LAMSAS,Male,80,White,At least some high school,Farmer,41.55361,-76.60778
PA25B,mantel,LAMSAS,Male,52,White,At least some high school,Farmer,41.51056,-76.62278
PA25B,shelf,LAMSAS,Male,52,White,At least some high school,Farmer,41.51056,-76.62278
PA26A,broad shelf,LAMSAS,Male,83,White,At least some high school,Farmer,41.93778,-76.18111
PA26A,mantelshelf,LAMSAS,Male,83,White,At least some high school,Farmer,41.93778,-76.18111
PA26B,mantel,LAMSAS,Male,51,White,At least some high school,Farmer,41.73111,-76.235
PA27A,mantelpiece,LAMSAS,Male,70,White,At least some high school,Farmer,41.73167,-77.175
PA27B,mantel,LAMSAS,Male,50,White,At least some high school,Farmer,41.825,-77.28778
PA28A,mantel,LAMSAS,Male,72,White,At least some high school,Farmer,41.31333,-76.7625
PA28B!,mantel,LAMSAS,Female,50,White,At least some college or beyond,Other (see notes),41.24111,-77.00139
PA29A,mantel,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,41.03417,-77.30695
PA29B,mantel,LAMSAS,Male,42,White,At least some high school,Farmer,41.05444,-77.46167
PA30A,mantelshelf,LAMSAS,Male,73,White,Between 1 and 8 years,Farmer,41.94444,-77.81667
PA30B,mantel,LAMSAS,Male,48,White,At least some high school,Farmer,41.85222,-77.77084
PA31A,mantel,LAMSAS,Male,75,White,Between 1 and 8 years,Laborer,41.54167,-78.33334
PA31B,mantel,LAMSAS,Male,54,White,Between 1 and 8 years,Craftsman or foreman,41.51222,-78.23528
PA32A,mantel,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,40.94167,-77.78528
PA32B,NR,LAMSAS,Male,40,White,At least some high school,Farmer,40.93472,-77.81416
PA33A,mantel,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,40.355,-78.55278
PA33B,mantel,LAMSAS,Male,46,White,Between 1 and 8 years,Farmer,40.67056,-78.23889
PA34A,shelf,LAMSAS,Male,79,White,At least some high school,Farmer,40.23361,-77.76583
PA34A,mantelpiece,LAMSAS,Male,79,White,At least some high school,Farmer,40.23361,-77.76583
PA34B,mantel,LAMSAS,Male,37,White,At least some high school,Farmer,40.29306,-78.02722
PA34C!,mantel,LAMSAS,Female,75,White,At least some high school,Other (see notes),40.48472,-78.01056
PA34C!,mantelpiece,LAMSAS,Female,75,White,At least some high school,Other (see notes),40.48472,-78.01056
PA35A,mantel,LAMSAS,Male,67,White,Between 1 and 8 years,Laborer,40.49611,-77.72972
PA35B,mantel,LAMSAS,Male,46,White,At least some high school,Farmer,40.51111,-77.76417
PA35C,mantel,LAMSAS,Male,,White,At least some high school,Farmer,40.49917,-77.74167
PA36A,mantel,LAMSAS,Male,73,White,Between 1 and 8 years,Operative,41.1075,-76.89861
PA36B,mantel,LAMSAS,Male,50,White,At least some high school,Farmer,41.07583,-76.875
PA37A,mantelpiece,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,40.80305,-77.20556
PA37B,shelf,LAMSAS,Male,40,White,At least some high school,Farmer,40.68083,-76.89528
PA37C,shelf,LAMSAS,Male,78,White,No formal schooling,Laborer,40.82417,-77.14833
PA38A,mantel,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,40.47722,-77.45111
PA38B,mantel,LAMSAS,Male,42,White,At least some high school,Farmer,40.56972,-77.39722
PA39A,mantel,LAMSAS,Male,85,White,At least some high school,Farmer,40.45611,-77.30556
PA39B,mantel,LAMSAS,Male,41,White,At least some high school,Farmer,40.41972,-77.18667
PA40A,mantel,LAMSAS,Male,77,White,At least some high school,Farmer,40.13722,-77.555
PA40B,mantel,LAMSAS,Male,36,White,At least some high school,Farmer,40.17305,-77.39889
PA41A,shelf,LAMSAS,Male,70,White,Between 1 and 8 years,Laborer,39.88222,-77.16055
PA41B,mantelpiece,LAMSAS,Male,58,White,At least some high school,Farmer,39.78722,-77.36889
PA42A,mantel,LAMSAS,Male,59,White,At least some high school,Farmer,39.9375,-77.66139
PA42B,mantelpiece,LAMSAS,Male,51,White,Between 1 and 8 years,Farmer,39.95833,-77.66666
PA43A,mantelpiece,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,39.76639,-78.28333
PA43B,mantel,LAMSAS,Male,51,White,At least some high school,Farmer,39.75167,-78.18777
PA44A,mantel,LAMSAS,Male,75,White,At least some high school,Farmer,39.91667,-78.38416
PA44B,mantel,LAMSAS,Male,51,White,At least some high school,Farmer,39.96944,-78.3675
PA45A,mantel,LAMSAS,Male,81,White,At least some high school,Farmer,39.85611,-79.31555
PA45B,mantel,LAMSAS,Male,43,White,At least some high school,Farmer,40.00917,-78.84861
PA46A,mantel,LAMSAS,Male,61,White,Between 1 and 8 years,Laborer,39.87167,-79.4925
PA46B,mantel,LAMSAS,Male,45,White,At least some high school,Farmer,40.04694,-79.65472
PA47A,mantelpiece,LAMSAS,Male,90,White,Between 1 and 8 years,Farmer,39.75972,-80.42583
PA47B,mantel,LAMSAS,Male,49,White,At least some high school,Farmer,39.89639,-80.17944
PA48A,mantel,LAMSAS,Male,89,White,At least some high school,Farmer,39.99306,-80.46333
PA48B,mantel,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,40.22639,-80.36056
PA48C,mantel,LAMSAS,Male,44,White,At least some college or beyond,Farmer,40.18167,-80.13333
PA49A,mantel,LAMSAS,Male,42,White,At least some high school,Farmer,40.19667,-79.23889
PA49A,shelf,LAMSAS,Male,42,White,At least some high school,Farmer,40.19667,-79.23889
PA49B,mantel,LAMSAS,Male,44,White,At least some high school,Farmer,40.1775,-79.32555
PA50A,mantel,LAMSAS,Male,80,White,Between 1 and 8 years,Craftsman or foreman,40.26528,-79.90972
PA50B,mantel,LAMSAS,Female,70,White,At least some high school,Keeping house,40.34778,-79.86444
PA50C!,mantel,LAMSAS,Male,47,White,At least some high school,Farmer,40.26917,-79.89
PA51A,mantel,LAMSAS,Female,74,White,Between 1 and 8 years,Operative,40.44167,-79.88223
PA51B,mantel,LAMSAS,Female,,White,Between 1 and 8 years,Keeping house,40.41167,-80.04583
PA52A,mantel,LAMSAS,Male,76,White,Between 1 and 8 years,Other (see notes),40.79889,-80.47583
PA52B!,mantel,LAMSAS,Male,48,White,At least some college or beyond,Farmer,40.80944,-80.42278
PA53A,mantel,LAMSAS,Male,78,White,At least some high school,Farmer,40.96389,-80.23167
PA53B,mantelpiece,LAMSAS,Male,43,White,At least some high school,Farmer,40.97833,-80.26778
PA54A,mantel,LAMSAS,Female,83,White,Between 1 and 8 years,Keeping house,40.86111,-79.89555
PA54B,mantel,LAMSAS,Male,53,White,At least some high school,Farmer,40.77389,-79.96667
PA55A,mantel,LAMSAS,Male,85,White,At least some high school,Farmer,41.13445,-80.22028
PA55B,mantel,LAMSAS,Male,40,White,At least some college or beyond,Farmer,41.22694,-80.24
PA56A,mantel,LAMSAS,Male,87,White,At least some college or beyond,Public Servant,41.47778,-79.94806
PA56A,shelf,LAMSAS,Male,87,White,At least some college or beyond,Public Servant,41.47778,-79.94806
PA56A,mantel,LAMSAS,Male,87,White,At least some college or beyond,Public Servant,41.47778,-79.94806
PA56B,mantel,LAMSAS,Male,44,White,At least some high school,Farmer,41.275,-79.64778
PA57A,mantel,LAMSAS,Male,75,White,At least some high school,Farmer,41.04139,-79.50333
PA57B,mantel,LAMSAS,Male,53,White,At least some high school,Farmer,40.98583,-79.61333
