Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude,frying pan,comments,,,
IN5,LANCS,Male,81,White,At least some high school,Farmer,40.4494,-86.8421,"skillet, spider",m - older (spider),,,
IN6A,LANCS,Male,67,White,Between 1 and 8 yrs.,Operative,40.5875,-86.675,"skillet, spider, frying pan",,,,
IN6B,LANCS,Female,76,White,At least some high school,Operative,40.5875,-86.675,skillet,,,,
IN6C,LANCS,Male,56,White,At least some high school,"Manager, official, or proprietor",40.5875,-86.675,skillet,!,,,
IN7A,LANCS,Male,89,White,Between 1 and 8 yrs.,Farmer,40.8381,-85.7303,skillet,"heavy or thin, or 3-legs + lid",,,
IN7B,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,40.8381,-85.7303,"frying pan, frying [diff. vowel quality]",cast (frying pan),,,
IN7C,LANCS,Female,67,White,At least some high school,Farmer's wife,40.8381,-85.7303,skillets,,,,
IN8A,LANCS,Male,80,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",41.0302,-84.9609,skillet,"flat bottom, cast iron",,,
IN8B,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,41.2351,-84.8255,"skillet, spider",,,,
IN8C,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,41.13,-85.179,skillet,,,,
IN8D,LANCS,Female,50,White,At least some college or beyond,Farmer's wife,41.0302,-84.9609,"skillet, spider",,,,
IN8E,LANCS,Female,50,White,Between 1 and 8 yrs.,Farmer,41.0302,-84.9609,"skillet, frying pan",,,,
IN9A,LANCS,Female,86,White,Between 1 and 8 yrs.,Unknown,40.8306,-84.9291,skillet,flat bottom - either iron or sheet metal,,,
IN9B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,40.7865,-84.9193,skillet,,,,
IN9C,LANCS,Female,70,White,Between 1 and 8 yrs.,Keeping house,40.3652,-84.5615,skillet,,,,
IN9D,LANCS,Female,57,White,At least some high school,Keeping house,40.3652,-84.5615,"skillet, frying pan",,,,
IN10A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,39.7214,-87.2021,skillet,,,,
IN10B,LANCS,Male,73,White,At least some high school,Farmer,39.7214,-87.2021,skillet,Illinois [IPA],,,
IN10C,LANCS,Male,77,White,At least some college or beyond,Professional & technical,39.6379,-87.1622,skillet,,,,
IN11A,LANCS,Male,85,White,Between 1 and 8 yrs.,Farmer,39.9442,-86.5228,"skillet, stew pot, dutch oven","flat bottom, handle on one side, some cast, others sheet (skillet); had legs (stew pot); s. (dutch oven)",,,
IN11B,LANCS,Male,69,White,At least some high school,Operative,39.9533,-86.641,skillet,,,,
IN12A,LANCS,Male,49,White,At least some high school,Farmer,39.7697,-86.0326,skillet,,,,
IN12B,LANCS,Male,80,White,At least some high school,Farmer,39.7697,-86.0326,"skillet, skillet [diff. vowel quality]","cast, round, INF didn't know other kinds or names",,,
IN12C,LANCS,Male,45,White,At least some high school,Farmer,39.7697,-86.0326,"skillet, spider, frying pan",flat bottom - iron (skillet); iron frame to set pot on when pitchering (spider),,,
IN12D,LANCS,Female,~60,White,Unknown,Unknown,39.7684,-86.1581,"skillet, frying pan, spider","lighter, gulvalized or aluminum, flat bottom, with legs (frying pan); = skillet (spider)",,,
IN12E,LANCS,Male,35,White,At least some college or beyond,Farmer,39.7323,-86.3172,skillet,flat bottom - iron,,,
IN13A,LANCS,Male,90,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",40.006,-85.7462,skillet,"flat bottomed, iron or sheet metal",,,
IN13B,LANCS,Male,45,White,At least some high school,Farmer,40.0014,-85.6229,iron skillet,,,,
IN13C,LANCS,Female,37,White,At least some college or beyond,Farmer's wife,40.1651,-85.6229,NR,,,,
IN13D,LANCS,Female,56,White,Between 1 and 8 yrs.,Keeping house,40.006,-85.7462,"skillet, fry pan",,,,
IN13E,LANCS,Male,68,White,At least some college or beyond,"Manager, official, or proprietor",40.277,-85.8419,skillets,,,,
IN14A,LANCS,Male,92,White,Between 1 and 8 yrs.,Farmer,40.1031,-85.0021,"oven, skillet, spider","legs, lid (oven); cast, no legs (skillet); = 'oven' [?] inf. uncertain which word he used, prob spider (spider)",,,
IN14B,LANCS,Female,59,White,At least some high school,Farmer's wife,40.1031,-85.0021,skillet,,,,
IN14C,LANCS,Female,75+,White,Unknown,Farmer's wife,40.1878,-85.1275,skillets,,,,
IN15A,LANCS,Male,65+,White,Between 1 and 8 yrs.,Craftsman or foreman,39.4667,-87.4139,skillet,,,,
IN15B,LANCS,Male,41,White,At least some high school,Clerical and sales,39.4667,-87.4139,"skillet, frying pan","""nowadays"" (skillet?); electric [IPA] (frying pan)",,,
IN15C,LANCS,Male,35,White,At least some college or beyond,"Manager, official, or proprietor",39.4667,-87.4139,skillet,light val.,,,
IN16A,LANCS,Male,65+,White,Between 1 and 8 yrs.,Operative,39.3858,-87.0024,skillet,flat bottom - iron or sheet,,,
IN16B,LANCS,Male,86,White,At least some high school,Farmer,39.3858,-87.0024,skillet,flat bottom - cast iron,,,
IN16C,LANCS,Male,82,White,At least some college or beyond,"Manager, official, or proprietor",39.5237,-87.125,"skillet, skillets [diff. vowel quality], spider, frying pans",,,,
IN17A,LANCS,Male,80,White,No formal schooling,Farmer,39.1653,-86.5264,"skillet, skillet (diff. vowel and consonant qualities)",cv (second skillet),,,
IN17B,LANCS,Female,68,White,Between 1 and 8 yrs.,Keeping house,39.1653,-86.5264,iron skillet,,,,
IN18A,LANCS,Male,77,White,Between 1 and 8 yrs.,Farmer,39.2073,-86.247,"frying pan, skillet and lid, skillet",had 3 legs (skillet and lid); cast - no legs (skillet),,,
IN18B,LANCS,Female,64,White,Between 1 and 8 yrs.,Keeping house,39.2073,-86.247,skillets,flat-iron,,,
IN19A,LANCS,Male,80,White,Between 1 and 8 yrs.,Craftsman or foreman,39.4978,-85.4682,skillet,flat cast iron,,,
IN19B,LANCS,Male,65,White,At least some high school,Farmer ,39.4978,-85.4682,skillet,"flat, iron",,,
IN20A,LANCS,Male,82,White,At least some high school,Clerical and sales,39.4321,-85.0127,"slop, skillet",[!] old Germans called them (slop); flat cast iron (skillet),,,
IN20B,LANCS,Male,65,White,Between 1 and 8 yrs.,Craftsman or foreman,39.4321,-85.0127,skillet,flat cast irion,,,
IN21A,LANCS,Male,66,White,At least some high school,Service worker,38.6853,-87.3215,skillet,flat bottomed cast iron,,,
IN21B,LANCS,Female,61,White,Between 1 and 8 yrs.,Keeping house,38.6853,-87.3215,skillet,,,,
IN22A,LANCS,Male,77,White,Between 1 and 8 yrs.,Laborer,38.4386,-87.5594,skillet,"cast, with or without legs",,,
IN22B,LANCS,Female,73,White,At least some high school,Keeping house,38.4386,-87.5594,skillet,,,,
IN22C,LANCS,Female,62,White,At least some high school,Keeping house,38.3553,-87.5675,skillet,,,,
IN23A,LANCS,Male,80,White,At least some high school,Farmer,37.5803,-87.2948,skillet,,,,
IN23B,LANCS,Male,42,White,At least some high school,Clerical and sales,37.5803,-87.2948,"skillets, kettle",on legs - to render lard (kettle),,,
IN24A,LANCS,Female,66,White,At least some high school,Keeping house,37.8831,-87.0494,skillet,,,,
IN24B,LANCS,Female,76,White,At least some high school,Keeping house,37.8831,-87.0494,skillet,,,,
IN25A,LANCS,Male,79,White,At least some high school,Public servant,38.6617,-86.4517,skillets,cast iron,,,
IN25B,LANCS,Male,62,White,Between 1 and 8 yrs.,Farmer,38.6617,-86.4517,"frying pan, frying pan (diff. vowel and consonant qualities), skillet",,,,
IN25C,LANCS,Male,80,White,At least some college or beyond,"Manager, official, or proprietor",38.6617,-86.4517,skillet,flat bottom - iron,,,
IN26A,LANCS,Female,77,White,Between 1 and 8 yrs.,Keeping house,38.1102,-86.1033,skillet,,,,
IN26B,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,38.0612,-86.0733,big iron skillet,,,,
IN26C,LANCS,Female,65,White,At least some college or beyond,Farmer's wife,38.1102,-86.1033,skillet,,,,
IN27A,LANCS,Female,79,White,Between 1 and 8 yrs.,Farmer's wife,38.9589,-85.3756,"skillet, ovens",no legs (skillet); legs and lid (ovens),,,
IN27B,LANCS,Female,60,White,Between 1 and 8 yrs.,Farmer,38.9633,-85.1012,"skillet, frying pan",,,,
IN27C,LANCS,Female,60,White,At least some high school,Keeping house,38.9589,-85.3756,"skillet, iron skillet","flat, both iron + sheet metal (skillet)",,,
IN28A,LANCS,Female,83,White,Between 1 and 8 yrs.,Keeping house,38.7359,-85.38,"skillet, frying pan, spider","legs, lid (skillet); cast iron in old days, no legs (frying pan)",,,
IN28B,LANCS,Female,64,White,At least some college or beyond,Keeping house,38.7359,-85.38,"skillet, frying pan, skillet","rounded, iron (skillet); ? pressed iron ? (frying pan); [!] cast iron flat-bottom (skillet)",,,
IN28C,LANCS,Male,80,White,At least some college or beyond,"Manager, official, or proprietor",38.7359,-85.38,"frying pan, skillet",,,,
IN29A,LANCS,Male,76,White,Between 1 and 8 yrs.,Clerical and sales,41.1867,-87.2021,"cast iron, frying pan, frying pan (diff. nasal quality), skillet",,,,
IN29B,LANCS,Male,70,White,At least some high school,Clerical and sales,41.1867,-87.2021,"fry pan, skillet",,,,
IN29C,LANCS,Male,63,White,At least some college or beyond,Farmer ,41.066,-87.2021,skillet,,,,
IN29D,LANCS,Male,74,White,At least some college or beyond,Teacher,41.2116,-86.9924,"frying pan, skillet",,,,
IN30,LANCS,Male,66,White,At least some college or beyond,Craftsman or foreman,41.4789,-87.4548,skillet,,,,
KY1A,LANCS,Male,66,White,Between 1 and 8 yrs.,Farmer,37.1389,-88.4034,"skillet, dutch oven",dutch oven given by woman's voice in the background,,,
,,,,,,,,,,,,,
KY1B,LANCS,Male,45,White,At least some high school,"Manager, official, or proprietor",37.1389,-88.4034,"dutch oven, skillets",,,,
,,,,,,,,,"skillets, dutch oven, frying pans","there are old heavy cast iron and modern kinds. some cast iron ones have legs. has heard dutch oven, has heard frying pans by older people",,,
KY1C,LANCS,Male,23,White,At least some college or beyond,Student,37.1659,-88.2217,"skillet, iron skillet, sauce pan, stew pan",,,,
KY2A,LANCS,Male,63,White,Between 1 and 8 yrs.,Farmer,37.5178,-87.6903,"skillet, frying pan",skillet - used on top of stove. frying pan (sic),,,
,,,,,,,,,,,,,
KY2B,LANCS,Male,50+,White,At least some high school,Farmer,37.607,-87.5286,"skillet, fry pan",doesn't know of any with legs,,,
,,,,,,,,,,,,,
KY3A,LANCS,Male,43,White,Between 1 and 8 yrs.,Farmer,37.9001,-86.755,"skillet, frying pan ",skillet - made of cast iron; fying pan - sheet metal,,,
,,,,,,,,,,,,,
KY3B,LANCS,Male,45,White,At least some high school,Craftsman or foreman,37.9001,-86.755,"skilet, frying pan",skillet - of iron or sheet metal; flat bottom,,,
KY4,LANCS,Male,74,White,Unknown,Unknown,37.999,-86.1694,"frying pan, skillet",frying pan - light steel; skillet - cast iron,,,
KY5A,LANCS,Male,82,White,Between 1 and 8 yrs.,Farmer,37.6965,-86.1344,"skillet and lid, fire place skillet, oven","skillet and lid - had legs, sat on hearth; oven - inf's wife never heard the Dutch part of it. it had legs, was put in the fireplace and was covered with hot coals, cornbread and potatoes baked in it",,,
,,,,,,,,,,,,,
KY5B,LANCS,Male,77,White,Unknown,Unknown,37.593,-85.5716,"frying pan, skillet, spider",,,,
KY6A,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,37.5624,-85.4158,skillet and lid  ,,,,
,,,,,,,,,,,,,
KY6B,LANCS,Female,67,White,At least some high school,Keeping house,37.5624,-85.4158,"skillet, frying pan ",,,,
KY7AA,LANCS,Male,65,White,Between 1 and 8 yrs.,Operative,38.2527,-85.7585,skillet,,,,
KY7B,LANCS,Male,76,White,Between 1 and 8 yrs.,Service worker,38.2527,-85.7585,skillets,ones with legs for frying,,,
KY7BA,LANCS,Male,53,White,Between 1 and 8 yrs.,Operative,38.2527,-85.7585,skillet,,,,
KY7C,LANCS,Female,69,White,At least some high school,Keeping house,38.2527,-85.7585,skillet ,shape - handle; any metal,,,
KY7D,LANCS,Female,22,White,At least some college or beyond,Keeping house,38.2527,-85.7585,"skillet, fying pan",skillet heavy,,,
KY7F,LANCS,Male,49,White,At least some college or beyond,Professional & technical,38.16,-85.3816,skillet ,,,,
KY7NA,LANCS,Male,54,Black or African American,Between 1 and 8 yrs.,Service worker,38.1942,-85.5644,skillets,,,,
KY7NE,LANCS,Female,64,Black or African American,At least some college or beyond,Keeping house,38.16,-85.3816,"skillet, frying pan",skillet - gen,,,
KY8A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,38.5423,-84.9547,"skillet, skillet and lid ","skillet - long, black",,,
KY8B,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,38.2521,-84.5221,skillets,steel,,,
KY8C,LANCS,Female,55,White,At least some high school,Unknown,38.3657,-84.5424,skillets,,,,
KY9A,LANCS,Male,84,White,At least some high school,Farmer,38.3713,-83.3716,skillets,often cooked on coals,,,
KY9B,LANCS,Female,55,White,At least some high school,Keeping house,38.6412,-83.7444,"skillet, frying pan",frying pan - has heard,,,
KY9C,LANCS,Male,28,White,At least some college or beyond,Student,38.6412,-83.7444,skillet,"aluminum, iron, etc",,,
KY10A,LANCS,Male,76,White,Between 1 and 8 yrs.,Farmer,38.3326,-82.9485,NR,,,,
KY10B,LANCS,Female,85,White,Between 1 and 8 yrs.,Keeping house,38.3326,-82.9485,"frying pan, iron skillet","skillet - 5 legs, has lid",,,
KY11A,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,37.2012,-87.1789,skillet,skillet - cast iron - his mother had one (besides the one without legs) that had legs,,,
,,,,,,,,,,,,,
KY11B,LANCS,Male,61,White,At least some high school,Farmer,37.2012,-87.1789,skillet,inf remembers hearing his dad talk about a legged covered pan over and over which coals were put. doesn't remember name,,,
,,,,,,,,,,,,,
KY12A,LANCS,Male,92,White,At least some college or beyond,Farmer,37.3789,-86.3847,skillet ,,,,
KY12B,LANCS,Male,92,White,Between 1 and 8 yrs.,Farmer,38.71,-83.3658,NR,,,,
KY12C,LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer,37.4801,-86.2939,"skillet, oven",,,,
KY12D,LANCS,Male,75,White,At least some college or beyond,Teacher,37.4801,-86.2939,"spider, skillet",,,,
KY13A,LANCS,Male,79,White,No formal schooling,Farmer,37.2778,-85.4611,skillet,skillet has legs on it. rejects spider,,,
,,,,,,,,,,,,,
KY13B,LANCS,Female,57,White,Between 1 and 8 yrs.,Keeping house,37.2609,-85.4989,skillet,flat bottomedl either sheet-metal or cast iron. no legs,,,
KY14A,LANCS,Male,76,White,Between 1 and 8 yrs.,Service worker,37.8092,-85.4669,NR,,,,
KY14B,LANCS,Female,59,White,At least some high school,Clerical and sales,37.8092,-85.4669,"skillet, skillet and lid ","skillet - of cast iron or sheet metal. skillet and lid - with three legs and a lid (cast iron_ ""I had the legs sawed off and made me a good chicekn froth""",,,
,,,,,,,,,,,,,
KY15,LANCS,Female,70,White,At least some high school,Keeping house,37.5698,-85.2527,"skillet, skillet and lid, baker",,,,
KY16A,LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,37.7059,-84.948,skillet,"on legs, deep ",,,
KY16B,LANCS,Male,73,White,Between 1 and 8 yrs.,Craftsman or foreman,37.7623,-84.8433,skillets,cast iron,,,
KY16C,LANCS,Female,71,White,Between 1 and 8 yrs.,Keeping house,37.7534,-84.7666,"skillets, flat skillets",,,,
KY17B,LANCS,Male,83,White,No formal schooling,Farmer,38.2098,-84.5588,skillets  ,,,,
KY17C,LANCS,Male,71,White,At least some high school,Farmer,38.0406,-84.5037,"skillets, griddle","skillets - cast iron, 2""",,,
KY17D,LANCS,Female,50,White,At least some high school,Keeping house,38.0406,-84.5037,skillet,,,,
KY17E,LANCS,Female,67,White,At least some college or beyond,Keeping house,38.4331,-84.2456,skillet,,,,
KY17F,LANCS,Female,23,White,At least some college or beyond,Teacher,38.0526,-84.7299,"skillet, frying pan",skillet - light or heavy; frying pan - only cast iron,,,
KY17NA,LANCS,Male,67,Black or African American,Between 1 and 8 yrs.,Craftsman or foreman,37.977,-84.4966,"oven, skillets, griddles",,,,
KY18A,LANCS,Male,69,White,Between 1 and 8 yrs.,Farmer ,37.7006,-83.9738,"skillet and lid, skillet",,,,
KY18B,LANCS,Female,50,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",37.7006,-83.9738,"skillet, skillet and lid, dutch oven",,,,
KY18C,LANCS,Male,72,White,Between 1 and 8 yrs.,Clerical and sales,37.7006,-83.9738,"skillet, meat skillet",,,,
KY19A,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,38.1448,-83.7641,"(fire) skillets, fire pans ",,,,
KY19B,LANCS,Male,75,White,Between 1 and 8 yrs.,Craftsman or foreman,38.1448,-83.7641,skillet and lid ,,,,
KY19C,LANCS,Male,62,White,Unknown,Farmer,38.1904,-83.8235,"griddle, skillets, black iron",,,,
KY19D,LANCS,Female,78,White,Unknown,Teacher,38.202,-83.9294,skillet,older,,,
KY20A,LANCS,Male,88,White,Between 1 and 8 yrs.,Farmer,37.9509,-83.6257,skillet and lid ,,,,
KY20B,LANCS,Male,81,White,At least some high school,Farmer,38.0184,-83.6321,skillet and lid,long handle,,,
KY21A,LANCS,Male,96,White,Between 1 and 8 yrs.,Farmer,37.4957,-82.424,skillets,"long handle, bread in",,,
KY21B,LANCS,Male,70,White,Unknown,Farmer,37.9462,-82.8546,skillets  ,,,,
KY21C,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,37.4836,-82.5633,"skilet, bread pan",,,,
KY22A,LANCS,Male,79,White,Between 1 and 8 yrs.,Farmer,36.6764,-89.1059,"fying pan, skillet",,,,
KY22B,LANCS,Male,79,White,At least some high school,Farmer,36.6673,-89.9934,"frying pan, skillet",,,,
KY22C,LANCS,Male,78,White,At least some high school,"Manager, official, or proprietor",36.6673,-89.9934,"frying pan, skillet, spider",skillet - shallow - baked bread in ,,,
,,,,,,,,,NR,,,,
KY23A,LANCS,Male,89,White,At least some high school,Farmer ,36.6103,-88.3148,"skillets, skillets and lid, oven",and lid- fire on bottom and top,,,
KY23B,LANCS,Male,91,White,Between 1 and 8 yrs.,Farmer,36.3254,-88.917,"skillets, trivets",,,,
