Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude,picket fence
IN27C,LANCS,Female,60,White,At least some high school,Keeping house,38.9589,-85.3756,picket
IN28A,LANCS,Female,83,White,Between 1 and 8 yrs.,Keeping house,38.7359,-85.38,stake and rider
IN28B,LANCS,Female,64,White,At least some college or beyond,Keeping house,38.7359,-85.38,"picket, pailings, pailing fence"
IN28C,LANCS,Male,80,White,At least some college or beyond,"Manager, official, or proprietor",38.7359,-85.38,"picket fence, chicken tight"
IN29A,LANCS,Male,76,White,Between 1 and 8 yrs.,Clerical and sales,41.1867,-87.2021,"picket fence, hedge fence, fence"
IN29B,LANCS,Male,70,White,At least some high school,Clerical and sales,41.1867,-87.2021,picket fence
IN29C,LANCS,Male,63,White,At least some college or beyond,Farmer ,41.066,-87.2021,NR
IN29D,LANCS,Male,74,White,At least some college or beyond,Teacher,41.2116,-86.9924,"board fences, picket fence"
IN30,LANCS,Male,66,White,At least some college or beyond,Craftsman or foreman,41.4789,-87.4548,"board fence, picket fence, pickets"
KY1A,LANCS,Male,66,White,Between 1 and 8 yrs.,Farmer,37.1389,-88.4034,"pailing, picket fence"
KY1B,LANCS,Male,45,White,At least some high school,"Manager, official, or proprietor",37.1389,-88.4034,"pailing fence, picket fence"
KY1C,LANCS,Male,23,White,At least some college or beyond,Student,37.1659,-88.2217,picket fences
KY2A,LANCS,Male,63,White,Between 1 and 8 yrs.,Farmer,37.5178,-87.6903,picket
KY2B,LANCS,Male,50,White,At least some high school,Farmer,37.607,-87.5286,picket fence
KY3A,LANCS,Male,43,White,Between 1 and 8 yrs.,Farmer,37.9001,-86.755,"slat fence, picket fence"
KY3B,LANCS,Male,45,White,At least some high school,Craftsman or foreman,37.9001,-86.755,picket fence
KY4,LANCS,Male,74,White,Unknown,Unknown,37.999,-86.1694,picket fence
KY5A,LANCS,Male,82,White,Between 1 and 8 yrs.,Farmer,37.6965,-86.1344,"picket fence, a slat fence"
KY5B,LANCS,Male,77,White,Unknown,Unknown,37.593,-85.5716,picket fence
KY6A,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,37.5624,-85.4158,"pailing fence, picket fence"
KY6B,LANCS,Female,67,White,At least some high school,Keeping house,37.5624,-85.4158,picket fence
KY7AA,LANCS,Male,65,White,Between 1 and 8 yrs.,Operative,38.2527,-85.7585,"picket fence, pailing fence"
KY7B,LANCS,Male,76,White,Between 1 and 8 yrs.,Service worker,38.2527,-85.7585,picket fence
KY7BA,LANCS,Male,53,White,Between 1 and 8 yrs.,Operative,38.2527,-85.7585,picket fence
KY7C,LANCS,Female,69,White,At least some high school,Keeping house,38.2527,-85.7585,picket fence
KY7D,LANCS,Female,22,White,At least some college or beyond,Keeping house,38.2527,-85.7585,picket fence
KY7F,LANCS,Male,49,White,At least some college or beyond,Professional & technical,38.16,-85.3816,picket fence
KY7NA,LANCS,Male,54,Black or African American,Between 1 and 8 yrs.,Service worker,38.1942,-85.5644,"slat fence, picket fences"
KY7NE,LANCS,Female,64,Black or African American,At least some college or beyond,Keeping house,38.16,-85.3816,pickets
KY8A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,38.5423,-84.9547,"garden fence, picket fence"
KY8B,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,38.2521,-84.5221,a picket fence
KY8C,LANCS,Female,55,White,At least some high school,Unknown,38.3657,-84.5424,"a pailing fence, picket fence"
KY9A,LANCS,Male,84,White,At least some high school,Farmer,38.3713,-83.3716,"a picket fence, pailing fence"
KY9B,LANCS,Female,55,White,At least some high school,Keeping house,38.6412,-83.7444,pailing fence
KY9C,LANCS,Male,28,White,At least some college or beyond,Student,38.6412,-83.7444,"picket fence, rail fences, wire fences"
KY10A,LANCS,Male,76,White,Between 1 and 8 yrs.,Farmer,38.3326,-82.9485,"yard fence, pail yard, pail garden, pailing"
KY10B,LANCS,Female,85,White,Between 1 and 8 yrs.,Keeping house,38.3326,-82.9485,"yard fences, pailing fences, picket fences"
KY11A,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,37.2012,-87.1789,"pailing fence, slat and wire fence"
KY11B,LANCS,Male,61,White,At least some high school,Farmer,37.2012,-87.1789,"slat fences, slat and wire"
KY12A,LANCS,Male,92,White,At least some college or beyond,Farmer,37.3789,-86.3847,"poultry wire fence, picket fence"
KY12B,LANCS,Male,92,White,Between 1 and 8 yrs.,Farmer,38.71,-83.3658,missing
KY12C,LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer,37.4801,-86.2939,slat and wire fence
KY12D,LANCS,Male,75,White,At least some college or beyond,Teacher,37.4801,-86.2939,"slat and wire fence, pailing fence, picket"
KY13A,LANCS,Male,79,White,No formal schooling,Farmer,37.2778,-85.4611,picket fence
KY13B,LANCS,Female,57,White,Between 1 and 8 yrs.,Keeping house,37.2609,-85.4989,picket fence
KY14A,LANCS,Male,76,White,Between 1 and 8 yrs.,Service worker,37.8092,-85.4669,picket fence
KY14B,LANCS,Female,59,White,At least some high school,Clerical and sales,37.8092,-85.4669,"pailing fence, picket fence"
KY15,LANCS,Female,70,White,At least some high school,Keeping house,37.5698,-85.2527,picket fence
KY16A,LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,37.7059,-84.948,"pailing fence, picket fence, pigglet fence, worm fence"
KY16B,LANCS,Male,73,White,Between 1 and 8 yrs.,Craftsman or foreman,37.7623,-84.8433,picket fence
KY16C,LANCS,Female,71,White,Between 1 and 8 yrs.,Keeping house,37.7534,-84.7666,"pailing fence, slated fences"
KY17B,LANCS,Male,83,White,No formal schooling,Farmer,38.2098,-84.5588,"yard fence, pailing fence"
KY17C,LANCS,Male,71,White,At least some high school,Farmer,38.0406,-84.5037,"a yard fence, board fence, picket fence, slats"
KY17D,LANCS,Female,50,White,At least some high school,Keeping house,38.0406,-84.5037,"picket fence, board fence, slat fence"
KY17E,LANCS,Female,67,White,At least some college or beyond,Keeping house,38.4331,-84.2456,"a brick wall, picket fence, hedges"
KY17F,LANCS,Female,23,White,At least some college or beyond,Teacher,38.0526,-84.7299,"fence, picket fence, pailing"
KY17NA,LANCS,Male,67,Black or African American,Between 1 and 8 yrs.,Craftsman or foreman,37.977,-84.4966,"picket fence, McDonald fence"
KY18A,LANCS,Male,69,White,Between 1 and 8 yrs.,Farmer ,37.7006,-83.9738,"a pailing fence, slats, pailing garden"
KY18B,LANCS,Female,50,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",37.7006,-83.9738,slat fence
KY18C,LANCS,Male,72,White,Between 1 and 8 yrs.,Clerical and sales,37.7006,-83.9738,"picket fence, pailing fence"
KY19A,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,38.1448,-83.7641,"picket fence, plank fence"
KY19B,LANCS,Male,75,White,Between 1 and 8 yrs.,Craftsman or foreman,38.1448,-83.7641,pailing fence
KY19C,LANCS,Male,62,White,Unknown,Farmer,38.1904,-83.8235,slat fence
KY19D,LANCS,Female,78,White,Unknown,Teacher,38.202,-83.9294,plank fence
KY20A,LANCS,Male,88,White,Between 1 and 8 yrs.,Farmer,37.9509,-83.6257,"a pailing, slat, a pailing fence"
KY20B,LANCS,Male,81,White,At least some high school,Farmer,38.0184,-83.6321,"a picket fence, picket fence"
KY21A,LANCS,Male,96,White,Between 1 and 8 yrs.,Farmer,37.4957,-82.424,"pailings, paling fence"
KY21B,LANCS,Male,70,White,Unknown,Farmer,37.9462,-82.8546,"a slat fence, pailings"
KY21C,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,37.4836,-82.5633,a pailing
KY22A,LANCS,Male,79,White,Between 1 and 8 yrs.,Farmer,36.6764,-89.1059,"pailings, picket fence"
KY22B,LANCS,Male,79,White,At least some high school,Farmer,36.6673,-89.9934,pailing fence
KY22C,LANCS,Male,78,White,At least some high school,"Manager, official, or proprietor",36.6673,-89.9934,"a pailing fence, plank fence"
KY23A,LANCS,Male,89,White,At least some high school,Farmer ,36.6103,-88.3148,"pailings, picket fence"
KY23B,LANCS,Male,91,White,Between 1 and 8 yrs.,Farmer,36.3254,-88.917,"pailings, pailing fence"
KY24A,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,36.8289,-87.9375,"a picket fence, pailings, a slat fence"
KY24B,LANCS,Male,74,White,Between 1 and 8 yrs.,Unknown,36.865,-87.8353,pailing fences
KY24C,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,36.865,-87.8353,"picket fence, pailing fence"
KY24D,LANCS,Male,60,White,At least some high school,Farmer's wife,36.8203,-87.695,"pailing fence, picket fence"
KY25A,LANCS,Male,93,White,At least some high school,Farmer,36.8642,-86.7103,"pailing, picket"
KY25B,LANCS,Male,50,White,At least some high school,Clerical and sales,36.9864,-86.9472,"yard fence, pailing"
KY26A,LANCS,Female,85,White,At least some high school,Farmer,36.6989,-86.0683,"plank fence, pailing fence"
KY26B,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,36.6831,-86.0572,"a picket fence, a pailing fence, slat fences"
KY27A,LANCS,Male,93,White,At least some high school,Farmer,37.0754,-84.3733,a pail garden
KY27B,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,37.092,-84.6041,"pailing, pailing slats"
KY28A,LANCS,Male,104,White,Between 1 and 8 yrs.,Farmer,36.7803,-84.1349,"pailing, clap board"
KY28B,LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer ,36.7434,-84.1597,"garden slats, slat fence, garden pailing"
KY28C,LANCS,Male,82,White,At least some high school,"Manager, official, or proprietor",36.7434,-84.1597,"picket fences, slat fences, garden pailing, iron hoop pailing"
KY29A,LANCS,Male,86,White,Between 1 and 8 yrs.,Farmer,36.4349,-83.4754,"slat fence, pailing fence, barn lot"
KY29B,LANCS,Male,55,White,At least some college or beyond,"Manager, official, or proprietor",36.6073,-83.7143,"pailings, pailings fence"
KY30A,LANCS,Male,89,White,Between 1 and 8 yrs.,Farmer,37.4762,-83.6749,a pailing
KY30B,LANCS,Female,101,White,Unknown,Keeping house,37.454,-83.7199,"pailing, pailings"
KY30C,LANCS,Male,98,White,Unknown,Farmer,37.2856,-83.3656,"picket fence, sweed fence, pailing"
KY30D,LANCS,Male,74,White,No formal schooling,Farmer,37.515,-83.2643,"a pailing fence, slats, ?"
KY30E,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,37.2619,-83.3638,"a pailing, yard fence"
KY31A,LANCS,Male,71,White,Between 1 and 8 yrs.,Farmer,37.0431,-83.2071,"pailings, slats"
KY31B,LANCS,Male,74,White,Unknown,Unknown,37.0431,-83.2071,"pailing fence, pailings"
KY31C,LANCS,Male,76,White,Between 1 and 8 yrs.,Farmer,37.1609,-83.3732,"a pailing, a pailing fence"
KY31D,LANCS,Female,65,White,At least some college or beyond,Teacher,37.222,-83.3774,pailing fence
KY32,LANCS,Male,65,White,Unknown,Unknown,37.1455,-83.1142,"pailing fence, pailings"
KY33A,LANCS,Male,74,White,Between 1 and 8 yrs.,Laborer,36.7745,-83.2038,pailings
KY33B,LANCS,Male,86,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",36.8431,-83.3218,pailings
KY33C,LANCS,Female,65,White,At least some college or beyond,Keeping house,36.784,-83.2282,"pailings, picket"
KY34A,LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,37.0198,-82.9596,"pailings, a slat fence, parlor garden"
KY34B,LANCS,Male,89,White,Unknown,Unknown,37.0198,-82.9596,pailings
KY34C,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer ,37.0804,-82.8803,"pailings, pailing fence"
MA1,LANE,Female,45,White,At least some college or beyond,Teacher,41.9903,-70.9756,picket fence
MA2,LANE,Male,76,White,At least some high school,Farmer,42.3483,-73.0155,picket fence
MA3,LANE,Female,76,White,At least some high school,Keeping house,42.4616,-72.8944,picket fence
MA4,LANE,Male,43,White,At least some high school,"Manager, official, or proprietor",42.4616,-72.8944,picket fences
MA5,LANE,Male,71,White,At least some high school,Farmer,41.9903,-70.9756,"picket fence, slat fance"
MA6,LANE,Male,56,White,At least some high school,Clerical or sales position,42.0639,-72.1578,picket fence
MA7,LANE,Male,73,White,Between 1 and 8 years,Farmer,42.7833,-71.0833,"pick fence, picket fence"
MA8,LANE,Female,85,White,Between 1 and 8 years,Keeping house,42.7833,-71.0833,picket fence
MA9,LANE,Female,68,White,At least some high school,Other (see notes),42.6556,-70.6208,"picket fence, slat fence"
MA10,LANE,Female,63,White,Between 1 and 8 years,Keeping house,42.7833,-71.0833,"picket fence, slat fence"
MA12,LANE,Male,73,White,At least some college or beyond,Farmer,41.7317,-70.8206,picket fence
MA13,LANE,Male,75,White,At least some high school,Other (see notes),42.673,-72.6972,picket fence
MA14,LANE,Male,66,White,At least some high school,"Manager, official, or proprietor",42.5444,-72.6061,picket fence
MA15,LANE,Female,64,White,At least some high school,Operative,42.35,-72.2,picket fence
MA16,LANE,Male,63,White,At least some high school,Farmer,42.35,-72.2,picket fence
MA21,LANE,Male,57,White,At least some college or beyond,Clerical or sales position,42.1166,-70.8166,picket fence
MA22,LANE,Male,39,White,At least some college or beyond,Professional or technical job,41.9903,-70.9756,picket fence
MA24,LANE,Male,44,White,Between 1 and 8 years,Farmer,42.6556,-70.6208,"picket fence, slat fence, picket"
MA25,LANE,Male,81,White,Between 1 and 8 years,Public servant,42.7598,-70.9481,"slat fence, picket fence"
MA26,LANE,Male,70,White,Between 1 and 8 years,Professional or technical job,42.6556,-70.6208,"picket fence, slat fence"
MA27,LANE,Female,55,White,At least some high school,Other (see notes),42.7598,-70.9481,"picket fence, slat fence"
MA28,LANE,Male,87,White,Between 1 and 8 years,Craftsman or foreman,42.7167,-70.8792,"slat fence, picket fence"
MA29,LANE,Female,61,White,At least some college or beyond,Clerical or sales position,42.7167,-70.8792,"picket fence, slat fance, pick fence"
MA35,LANE,Male,78,White,At least some high school,Professional or technical job,42.1166,-70.8166,"picket fence, slat fence"
MA36,LANE,Male,67,White,No formal schooling,Private household worker or gardener,41.9583,-70.6678,"picket fene, picket"
MA37,LANE,Female,80,White,At least some high school,Keeping house,42.4616,-72.8944,picket fence
MA38,LANE,Male,67,White,At least some college or beyond,Professional or technical job,42.2439,-71.9928,picket fence
MA45,LANE,Male,80,White,Between 1 and 8 years,Farmer,41.9,-71.0903,picket fence
MA46,LANE,Female,49,White,At least some high school,Professional or technical job,41.7317,-70.8206,picket fence
MA47,LANE,Male,36,White,At least some high school,Operatives,42.7833,-71.0833,picket fence
MA52,LANE,Female,53,White,Between 1 and 8 years,Keeping house,42.7598,-70.9481,"picket fence, slat fence"
MA54,LANE,Male,56,White,At least some high school,Public servant,42.2439,-71.9928,picket fence
MA55,LANE,Male,79-80,White,At least some college or beyond,Professional or technical job,42.1583,-72.3292,picket fence
MA56,LANE,Male,62,White,Between 1 and 8 years,Public servant,41.9,-71.0903,picket fence
MA57,LANE,Male,42,White,At least some college or beyond,"Manager, official, or proprietor",41.9583,-70.6678,"picket fence, picket"
MA58,LANE,Male,61,White,Unknown,Unknown,42.2439,-71.9928,missing
MA59,LANE,Male,65,White,At least some high school,Service worker,42.2439,-71.9928,picket fence
MA61,LANE,Male,35-36,White,Unknown,Unknown,42.1583,-72.3292,missing
MA70,LANE,Male,78,White,At least some high school,Farmer,42.1041,,picket fence
MA72,LANE,Male,80,White,Between 1 and 8 years,Farmer,41.7,-70.3,"lawn fence, picket fence, this picket fence"
MA73,LANE,Male,73,White,Between 1 and 8 years,Public servant,41.7,-70.3,picket fence
MA74,LANE,Male,88,White,Between 1 and 8 years,Farmer,﻿41.6861,-70.0763,picket fence
MA79,LANE,Male,66,White,Between 1 and 8 years,Farmer,42.5444,-72.6061,picket fence
MA80,LANE,Male,41,White,At least some high school,Farmer,42.673,-72.6972,a picket fence
MA81,LANE,Male,60,White,No formal schooling,Farmer,42.1805,-72.9277,picket fence
MA82,LANE,Female,73,White,Between 1 and 8 years,Keeping house,42.1805,-72.9277,picket fence
MA89,LANE,Male,77,White,At least some college or beyond,Farmer,42.2564,-72.5167,picket fence
MA90,LANE,Male,71,White,Between 1 and 8 years,Farmer,42.1124,-72.5475,picket fence
MA91,LANE,Male,73,White,At least some high school,Farmer,42.2564,-72.5167,picket fence
MA93,LANE,Female,55,White,At least some high school,Keeping house,42.1124,-72.5475,picket fence
MA94,LANE,Male,76,White,Between 1 and 8 years,Clerical or sales position,41.6819,-69.9603,picket fence
MA95,LANE,Male,80,White,Between 1 and 8 years,Farmer,41.83,,picket fence
MA96,LANE,Male,48,White,At least some high school,Public servant,41.83,,"picket fence, yard fence"
MA97,LANE,Male,60,White,At least some high school,Farmer,41.9933,-70.0502,picket fence
MA102,LANE,Female,73,White,At least some high school,Other (see notes),42.1124,-72.5475,picket fence
MA104,LANE,Male,93,White,Between 1 and 8 years,Clerical or sales position,41.5514,-70.6153,picket fence
MA105,LANE,Male,85,White,Between 1 and 8 years,Farmer,41.7625,-70.7222,picket fence
MA106,LANE,Male,50,White,Between 1 and 8 years,Craftsman or foreman,41.6819,-69.9603,picket fence
MA107,LANE,Male,73,White,No formal schooling,Farmer,41.9933,-70.0502,"picket fence, lath fence"
MA108,LANE,Female,51,White,At least some college or beyond,Clerical or sales position,42.3333,-72.65,picket fence
MA119,LANE,Male,86,White,At least some college or beyond,Farmer,42.2875,-73.3208,picket fence
MA120,LANE,Male,82,White,At least some high school,Laborer,42.0666,-72.8619,picket fence
MA123,LANE,Male/Female,86/72,White,No formal schooling,Farmer,42.5555,-72.068,picket fence
MA124,LANE,Male,42,White,At least some high school,Public servant,42.5194,-70.8972,picket fence
MA125,LANE,Male,52,White,,,42.5555,-72.068,missing
MA127,LANE,Male,77,White,Between 1 and 8 years,Farmer,42.5194,-70.8972,picket fence
MA135,LANE,Male,63,White,Between 1 and 8 years,Farmer,42.6402,-72.5,picket fence
MA136,LANE,Male,70,White,At least some high school,Clerical or sales position,42.6958,-72.4533,picket fence
